Required Concept,CUI,Preferred Name
,C4224432,OCTINOXATE 30 mg in 1 mL / TITANIUM DIOXIDE 31.6 mg in 1 mL TOPICAL EMULSION [LINGERIE DE PEAU NATURAL PERFECTION FOUNDATION SKIN-FUSION TEXTURE WITH SUNSCREEN BROAD SPECTRUM SPF 20 00N PORCELAINE PORCELAIN]
absent femoral pulses,C0239556,Femoral pulse absent
,C2222307,absent femoral pulses on both sides
hypotension,C0020649,Hypotension
,C3163620,"Hypotension, CTCAE"
,C0020650,"Hypotension, Controlled"
,C0020651,"Hypotension, Orthostatic"
,C0028841,Ocular Hypotension
,C0155800,Chronic hypotension
,C0239352,EXTREMITY HYPOTENSION
,C0277885,Decreased systolic arterial pressure
,C0277890,Decreased diastolic arterial pressure
,C0340858,Drug-induced hypotension
,C0348663,Other hypotension
,C0348888,Idiopathic hypotension
,C0375314,Iatrogenic hypotension
,C0428883,Diastolic blood pressure
,C0455995,Neonatal hypotension
,C0456892,Low intracranial pressure
,C0524812,Intracranial Hypotension
,C0679394,hypotension and shock
,C0740481,Hypotension asymptomatic
,C0745176,Acute hypotension
,C0745177,HYPOTENSION PERSISTENT
,C0856090,Hypotension aggravated
,C0858763,Hypotension paroxysm
,C0863113,Hypotension symptomatic
,C0865752,Postoperative hypotension
nitroglycerin,C0782070,Nitroglycerin 0.02 MG/MG Topical Ointment
,C0988182,Nitroglycerin 2 MG
,C3202403,Nitroglycerin 2 MG Buccal Tablet
,C0708582,Nitroglycerin 0.02 MG/MG Topical Ointment [Nitro-Bid]
,C0979032,Nitroglycerin 2 MG Sustained Release Buccal Tablet
,C1276885,Nitroglycerin 0.002 MG/MG Rectal Ointment
,C4281900,500 ML Nitroglycerin 0.4 MG/ML Injection
,C4281902,500 ML Nitroglycerin 0.1 MG/ML Injection
,C4316063,Poor response to sublingual nitroglycerin or glyceryl trinitrate (in ALDH2*2 allele carriers)
,C4275866,ARNICA MONTANA 200 [hp_C] in 41 mL / NITROGLYCERIN 200 [hp_C] in 41 mL / LACHESIS MUTA VENOM 200 [hp_C] in 41 mL / SUS SCROFA OVARY 30 [hp_C] in 41 mL / SAGE 2 [hp_X] in 41 mL / SANGUINARIA CANADENSIS ROOT 200 [hp_C] in 41 mL / SEPIA OFFICINALIS JUICE 200 [hp_C] in 41 mL ORAL LIQUID [Sprayology MenoPower]
,C4283659,Gold Trichloride 6 [hp_X] in 50 mL / Solanum dulcamara Top 3 [hp_X] in 50 mL / Euphrasia Stricta 2 [hp_X] in 50 mL / Nitroglycerin 6 [hp_X] in 50 mL / Hedera helix Flowering Twig 8 [hp_X] in 50 mL / Ruta graveolens Flowering Top 6 [hp_X] in 50 mL / Tobacco Leaf 6 [hp_X] in 50 mL / Cynara scolymus Whole 8 [hp_X] in 50 mL ORAL SOLUTION/ DROPS [GLAUTARAKT]
,C3488526,SELENICEREUS GRANDIFLORUS STEM 2 [hp_X] in 100 mL / CONVALLARIA MAJALIS 3 [hp_X] in 100 mL / CRATAEGUS LAEVIGATA WHOLE 1 [hp_X] in 100 mL / CAMPHOR (NATURAL) 2 [hp_X] in 100 mL / KALMIA LATIFOLIA LEAF 4 [hp_X] in 100 mL / SPIGELIA ANTHELMIA 4 [hp_X] in 100 mL / LACHESIS MUTA VENOM 8 [hp_X] in 100 mL / ARNICA MONTANA 6 [hp_X] in 100 mL / TOBACCO LEAF 8 [hp_X] in 100 mL / NITROGLYCERIN 8 [hp_X] in 100 mL ORAL LIQUID [CACTUS]
,C3537574,SPIGELIA ANTHELMIA 2 [hp_X] in 1 mL / POTASSIUM CARBONATE 3 [hp_X] in 1 mL / ARNICA MONTANA 4 [hp_X] in 1 mL / SELENICEREUS GRANDIFLORUS STEM 4 [hp_X] in 1 mL / GELSEMIUM SEMPERVIRENS ROOT 4 [hp_X] in 1 mL / CASTOR CANADENSIS SCENT GLAND SECRETION 6 [hp_X] in 1 mL / NITROGLYCERIN 6 [hp_X] in 1 mL / RANUNCULUS BULBOSUS 6 [hp_X] in 1 mL / PORK HEART 8 [hp_X] in 1 mL / ARTEMISIA ABROTANUM FLOWERING TOP 12 [hp_X] in 1 mL / SULFUR 12 [hp_X] in 1 mL ORAL LIQUID [Heart Fatigue]
,C3848149,HAWTHORN LEAF WITH FLOWER 2 [hp_X] in 1 g / SELENICEREUS GRANDIFLORUS STEM 3 [hp_X] in 1 g / NITROGLYCERIN 5 [hp_X] in 1 g / ARNICA MONTANA 9 [hp_X] in 1 g / GOLD 9 [hp_X] in 1 g / TOBACCO LEAF 11 [hp_X] in 1 g / ACONITUM NAPELLUS 13 [hp_X] in 1 g / AMANITA MUSCARIA FRUITING BODY 13 [hp_X] in 1 g / STRYCHNOS NUX-VOMICA SEED 13 [hp_X] in 1 g / LATRODECTUS MACTANS 16 [hp_X] in 1 g TOPICAL CREAM
,C4704304,"ATROPA BELLADONNA 6 [hp_X] in 1 mL / NITROGLYCERIN 6 [hp_X] in 1 mL / LACTIC ACID, UNSPECIFIED FORM 6 [hp_X] in 1 mL / SCROPHULARIA NODOSA 6 [hp_X] in 1 mL / ALOE 6 [hp_X] in 1 mL / RADIUM BROMIDE 21 [hp_X] in 1 mL / POTASSIUM IODIDE 6 [hp_X] in 1 mL / SUS SCROFA BONE MARROW 6 [hp_X] in 1 mL / ZINC 6 [hp_X] in 1 mL / CITRIC ACID MONOHYDRATE 2 [hp_X] in 1 mL SUBLINGUAL SOLUTION [D-99]"
confusion,C0009676,Confusion
,C0683369,Clouded consciousness
,C1963086,"Confusion, CTCAE 3.0"
,C4555211,"Confusion, CTCAE 5.0"
,C2712099,Actual Positive Absence Of Confusion
,C0152124,"Confusion, Reactive"
,C0221560,Chronic confusion
,C0558062,Onset of confusion
,C0559682,Intermittent confusion
,C0742735,CONFUSION BASELINE
,C0742737,CONFUSION EPISODE
,C0751053,"Confusion, Post-Ictal"
,C0813178,Bewilderment
,C0856071,Confusion aggravated
,C0857042,Acute onset of confusion
,C0857386,Nocturnal confusion
,C0858851,Confusion reversible
,C1285577,Acute confusional state
,C1306037,Dissociative confusion
,C1319200,Postoperative confusion
,C1410977,confusion; situational
,C1635002,Confusion:Find:Pt:^Patient:Ord:Observed.CCC
,C1847506,"Confusion, paroxysmal"
,C2107102,confusion fluctuates
,C2107115,confusion steadily worsening
dextrose,C0772253,dextrose 3% in water (D3W)
,C4082718,500 ML Glucose 500 MG/ML Injection
,C4082745,1000 ML Glucose 100 MG/ML Injection
,C4082779,50 ML Glucose 50 MG/ML Injection
,C4082772,100 ML Glucose 50 MG/ML Injection
,C0770274,dextrose 2.5% in 1/3 normal saline
,C1814826,peritoneal dialysis soln no.3 with 4.25 % dextrose
,C4082638,1000 ML Glucose 50 MG/ML / Sodium Chloride 4.5 MG/ML Injection
,C4082641,1000 ML Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injection
,C4256332,1000 ML Glucose 50 MG/ML / Sodium Chloride 3.3 MG/ML Injection
,C4256333,1000 ML Glucose 50 MG/ML / Sodium Chloride 2 MG/ML Injection
,C4256338,1000 ML Glucose 50 MG/ML / Sodium Chloride 3 MG/ML Injection
,C4082774,1000 ML Glucose 50 MG/ML Injection
,C4082777,250 ML Glucose 50 MG/ML Injection
,C4082780,500 ML Glucose 50 MG/ML Injection
,C4083036,1000 ML Glucose 50 MG/ML / Sodium Chloride 2.25 MG/ML Injection
,C2682923,Dextrose/Magnesium Sulfate 5%-3 GM/50 ML Intravenous Solution
,C2702468,Cefazolin 2000 MG Injection
,C3695768,"Cefazolin Sodium 30 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION"
,C4048441,150 ML Levofloxacin 5 MG/ML Injection
,C4082724,1000 ML Glucose 700 MG/ML Injection
,C4256331,250 ML Glucose 50 MG/ML / Sodium Chloride 4.5 MG/ML Injection
,C5234041,"Trophamine and Dextrose with Calcium Gluconate and Heparin, Amino Acids 3% with 5% Dextrose, Calcium Gluconate 15 mEq/L and Heparin intravenous solution"
,C5234042,"Trophamine and Dextrose with Calcium Gluconate and Heparin, Amino Acids 3% with 5% Dextrose, Calcium Gluconate 9.32 mEq/L and Heparin intravenous solution"
,C5234043,"Trophamine and Dextrose with Calcium Gluconate and Heparin, Amino Acids 3% with 10% Dextrose, Calcium Gluconate 9.32 mEq/L and Heparin intravenous solution"
dizziness,C0012833,Dizziness
,C0042571,Vertigo
,C1963093,"Dizziness, CTCAE 3.0"
,C4084788,Have Dizziness
,C4085547,How Often Dizzy
,C4085548,Usual Severity Dizziness
,C4085549,How Much Distress Dizziness
,C4553830,"Dizziness, CTCAE 5.0"
,C4032495,No Dizziness
,C0234752,Psychogenic vertigo
,C0234987,Postural dizziness
,C0234988,Exertional dizziness
,C0395923,Multisensory dizziness
,C0427112,Dizziness present
,C0476206,Dizziness and giddiness symptoms
,C0476207,"giddiness, vertigo"
,C0497293,vertigo/dizziness
,C0549239,Dizziness aggravated
,C0743227,dizziness chronic
,C0743229,dizziness intermittent
,C0859887,Positional dizziness
,C0919635,Postoperative dizziness
,C1395855,epidemic; dizziness
,C1395856,hysterical; giddiness
,C1395857,syndrome; dizziness
hypotension,C0020649,Hypotension
,C3163620,"Hypotension, CTCAE"
,C0020650,"Hypotension, Controlled"
,C0020651,"Hypotension, Orthostatic"
,C0028841,Ocular Hypotension
,C0155800,Chronic hypotension
,C0239352,EXTREMITY HYPOTENSION
,C0277885,Decreased systolic arterial pressure
,C0277890,Decreased diastolic arterial pressure
,C0340858,Drug-induced hypotension
,C0348663,Other hypotension
,C0348888,Idiopathic hypotension
,C0375314,Iatrogenic hypotension
,C0428883,Diastolic blood pressure
,C0455995,Neonatal hypotension
,C0456892,Low intracranial pressure
,C0524812,Intracranial Hypotension
,C0679394,hypotension and shock
,C0740481,Hypotension asymptomatic
,C0745176,Acute hypotension
,C0745177,HYPOTENSION PERSISTENT
,C0856090,Hypotension aggravated
,C0858763,Hypotension paroxysm
,C0863113,Hypotension symptomatic
,C0865752,Postoperative hypotension
chest pain,C0008031,Chest Pain
,C2926613,Chest pain:Finding:Point in time:^Patient:Ordinal
,C0008035,Chest wall pain
,C0151826,Retrosternal pain
,C0742302,CHEST PAIN SITE ANTERIOR CHEST
,C0742304,CHEST PAIN SITE LOWER CHEST
,C0742305,CHEST PAIN SITE POSTERIOR CHEST
,C0002962,Angina Pectoris
,C0002965,"Angina, Unstable"
,C0008033,Pleuritic pain
,C0029537,Other chest pain
,C0152172,Angina decubitus
,C0231644,Xiphodynia
,C0232285,Dull chest pain
,C0232286,Precordial pain
,C0232288,Chest pain on exertion
,C0232289,Radiating chest pain
,C0232290,Crushing chest pain
,C0232291,Pleuropericardial chest pain
,C0232533,Esophageal chest pain
,C0235716,Chest burning pain of
,C0238994,"CHEST PAIN, NONPLEURITIC"
,C0238995,sharp chest pain
,C0262384,Atypical chest pain
,C0302355,Chest pain NEC in MDR
seizure,C0036572,Seizures
,C1959629,"Seizure, CTCAE 3.0"
,C4553401,"Seizure, CTCAE 5.0"
,C1856553,No seizures
,C2010674,gelastic seizure with intractable seizure
,C2078048,intractable Jacksonian epilepsy
,C2104601,cursive seizure with intractable seizure
,C0009952,Febrile Convulsions
,C0014544,Epilepsy
,C0014550,Myoclonic Epilepsy
,C0014553,Absence Epilepsy
,C0014556,"Epilepsy, Temporal Lobe"
,C0022333,Jacksonian Seizure
,C0149775,Fit frequency
,C0150328,Seizure management
,C0150329,Seizure precautions
,C0159020,Convulsions in the newborn
,C0234533,Generalized seizures
,C0234535,Clonic Seizures
,C0234549,Stress seizure
,C0235097,Withdrawal seizures
,C0237299,tremors and/or seizures
,C0239938,Unilateral seizure
,C0270819,"Reflex Epilepsy, Cursive (Running)"
,C0270820,Gelastic Epilepsy
hypothermia,C0020672,"Hypothermia, natural"
,C0413252,Hypothermia due to exposure
,C1963170,"Hypothermia, CTCAE"
,C0017131,Gastric Hypothermia
,C0020674,"Hypothermia, Induced"
,C0150255,Treatment of hypothermia
,C0179588,"Caps, Hypothermia"
,C0181261,"Cooling Units, Patient"
,C0270256,Hypothermia of newborn
,C0274285,"Hypothermia, Accidental"
,C0413250,Immersion hypothermia
,C0424978,At risk hypothermia
,C0444908,Deep hypothermia
,C0445043,Mild hypothermia
,C0445045,Moderate hypothermia
,C0445200,Profound hypothermia
,C0558520,O/E - hypothermia
,C0582606,Hypothermia caused by anesthetic
,C0597844,anesthetic hypothermia
,C0864565,Hypothermia central
,C0864566,Hypothermia local
,C0919592,Hypothermia neonatal
,C0943767,Hypothermia:Find:Pt:^Patient:Ord:Observed.CCC
,C1301797,Induced hypothermia (finding)
,C1837639,Intermittent hypothermia
fever,C0015967,Fever
,C0424755,Fever symptoms (finding)
,C4552740,"Fever, CTCAE"
,C0024530,Malaria
,C0040830,Trench Fever
,C0043397,Jungle yellow fever
,C1313924,"screening; fever, yellow fever"
,C1401679,glandular fever; fever
,C1401748,fever; screening hemorrhagic fever
,C1401765,fever; blackwater fever
,C1401741,"fever; Mediterranean, tick fever (rickettsiosis, spotted fever)"
,C0002797,Bovine Anaplasmosis
,C0003175,Anthrax disease
,C0004771,Bartonella Infections
,C0005681,Blackwater Fever
,C0006060,Boutonneuse Fever
,C0006309,Brucellosis
,C0006391,Bunyamwera virus disease
,C0006542,Byssinosis
,C0008055,Chikungunya Fever
,C0009186,Coccidioidomycosis
,C0009400,Colorado Tick Fever
,C0009952,Febrile Convulsions
,C0011311,Dengue Fever
,C0014481,Ephemeral Fever
diazepam,C0985491,Diazepam 2 MG
,C1130219,Diazepam 2 MG/ML
,C1588198,Diazepam 2 MG [Valium]
,C0688561,Diazepam 2 MG Oral Tablet
,C1351926,Diazepam 2 MG/ML Enema
,C4281823,2 ML Diazepam 5 MG/ML Cartridge
,C2346396,2 ML Diazepam 5 MG/ML Rectal Gel
,C4281829,2 ML Diazepam 5 MG/ML Auto-Injector
,C4764484,2 ML Diazepam 5 MG/ML Prefilled Syringe
,C0355025,Diazepam 2 MG Oral Tablet [Valium]
,C0361044,Diazepam 2 MG/ML Oral Suspension
,C3147000,DBIL5P2 gene
,C5228600,diazepam 10 MG in 0.1 mL Nasal Spray Dose Kit
,C5228602,diazepam 5 MG in 0.1 mL Nasal Spray Dose Kit
,C1965885,2 ML Diazepam 5 MG/ML Rectal Gel [Diastat]
,C5203203,{2 (0.1 ML) (Diazepam 100 MG/ML Nasal Spray [Valtoco]) } Pack [Valtoco 20 MG Dose Kit]
,C5228601,diazepam 20 MG (2 X 10 MG in 0.1 mL) Nasal Spray Dose Kit
,C5228603,diazepam 15 MG (2 X 7.5 MG in 0.1 mL) Nasal Spray Dose Kit
,C5228395,VALTOCO 15 MG Dose Kit
,C4713870,"Administer medications (e.g., benzodiazepines, chlorpromazine, diazepam, nicotine replacement, phenobarbital, clonidine, trazodone, methadone, alpha-2 adrenergic agonists, and antipsychotics), remaining aware of cross-tolerance"
agitated delirium,C1848465,Agitated delirium
unequal femoral pulses,C1997431,Unequal femoral pulses
dizziness,C0012833,Dizziness
,C0042571,Vertigo
,C1963093,"Dizziness, CTCAE 3.0"
,C4084788,Have Dizziness
,C4085547,How Often Dizzy
,C4085548,Usual Severity Dizziness
,C4085549,How Much Distress Dizziness
,C4553830,"Dizziness, CTCAE 5.0"
,C4032495,No Dizziness
,C0234752,Psychogenic vertigo
,C0234987,Postural dizziness
,C0234988,Exertional dizziness
,C0395923,Multisensory dizziness
,C0427112,Dizziness present
,C0476206,Dizziness and giddiness symptoms
,C0476207,"giddiness, vertigo"
,C0497293,vertigo/dizziness
,C0549239,Dizziness aggravated
,C0743227,dizziness chronic
,C0743229,dizziness intermittent
,C0859887,Positional dizziness
,C0919635,Postoperative dizziness
,C1395855,epidemic; dizziness
,C1395856,hysterical; giddiness
,C1395857,syndrome; dizziness
suicidal thought,C0424000,Feeling suicidal (finding)
,C3639910,C-SSRS Baseline - Non-Specific Suicidal Thought
,C3641580,C-SSRS Since Last Visit - Non-Specific Suicidal Thought
,C3830744,C-SSRS Children's Since Last Visit - Non-Specific Active Suicidal Thoughts
,C3830820,C-SSRS Children's Baseline - Non-Specific Active Suicidal Thoughts
pregnancy,C0032961,Pregnancy
,C0425965,Possible pregnancy (finding)
,C0020217,Hydatidiform Mole
,C0032993,"Pregnancy, Prolonged"
,C0269291,"Pregnancy, Heterotopic"
,C0700573,Encounter due to normal pregnancy
,C0743385,ECTOPIC PREGNANCY PREVIOUS PREGNANCY
,C1135232,abdominal pregnancy with intrauterine pregnancy
,C1135234,tubal pregnancy with intrauterine pregnancy
,C1135236,Combined intrauterine and ovarian pregnancy
,C1396055,"thrombosis; pregnancy, ectopic pregnancy"
,C1407293,"thrombosis; pregnancy, molar pregnancy"
,C1411577,"pregnancy; hypertension, pregnancy-induced"
,C2026878,cervical pregnancy with intrauterine pregnancy
,C2077788,interligamentous pregnancy with intrauterine pregnancy
,C2113879,pregnancy test positive - pregnancy no. ___
,C2135561,recent pregnancy with pregnancy number
,C2137652,cornual pregnancy with intrauterine pregnancy
,C2229028,mesometric pregnancy with intrauterine pregnancy
,C2231264,mural pregnancy with intrauterine pregnancy
,C3161149,Pregnancy with history of ectopic pregnancy
,C2711092,Combined tubal and intrauterine pregnancy
,C0000786,Spontaneous abortion
,C0011209,Obstetric Delivery
,C0015944,"Fetal Membranes, Premature Rupture"
decreased mental status,C0746541,MENTAL STATUS ALTERED RESPONSIVENESS DECREASED
,C4713693,"Monitor for signs/symptoms of hypovolemic shock (e.g., increased thirst, increased HR, increased SVR, decreased urine output, decreased bowel sounds, decreased peripheral perfusion, altered mental status, or altered respirations)"
seizure,C0036572,Seizures
,C1959629,"Seizure, CTCAE 3.0"
,C4553401,"Seizure, CTCAE 5.0"
,C1856553,No seizures
,C2010674,gelastic seizure with intractable seizure
,C2078048,intractable Jacksonian epilepsy
,C2104601,cursive seizure with intractable seizure
,C0009952,Febrile Convulsions
,C0014544,Epilepsy
,C0014550,Myoclonic Epilepsy
,C0014553,Absence Epilepsy
,C0014556,"Epilepsy, Temporal Lobe"
,C0022333,Jacksonian Seizure
,C0149775,Fit frequency
,C0150328,Seizure management
,C0150329,Seizure precautions
,C0159020,Convulsions in the newborn
,C0234533,Generalized seizures
,C0234535,Clonic Seizures
,C0234549,Stress seizure
,C0235097,Withdrawal seizures
,C0237299,tremors and/or seizures
,C0239938,Unilateral seizure
,C0270819,"Reflex Epilepsy, Cursive (Running)"
,C0270820,Gelastic Epilepsy
ipratropium,C0361785,Albuterol 0.833 MG/ML / Ipratropium Bromide 0.167 MG/ML Inhalation Solution
agitation,C0085631,Agitation
,C1963060,"Agitation, CTCAE 3.0"
,C4552855,"Agitation, CTCAE 5.0"
,C0235010,Muscular unrest
,C0235844,Neonatal agitation
,C0302807,Agitation mental
,C0424295,Hyperactive behavior
,C0476482,Restlessness and agitation
,C0542200,Restlessness (phenothiazine)
,C0549254,Agitation aggravated
,C0700075,Motor restlessness
,C0740827,AGITATION EXTREME
,C0858249,Increased agitation
,C0860611,Physically restless
,C0865301,Catatonic agitation
,C0865302,Schizophrenia agitation
,C0877432,Nocturnal agitation
,C0919572,Agitation postoperative
,C0920253,Emergence Delirium
,C1271077,No psychomotor agitation
,C2585388,Level of agitation
,C2712004,Reduced Agitation
,C3639389,HAMD-17 - Agitation
,C3640500,HAMD-21 - Agitation
,C3887611,Restlessness
incontinence,C0021167,Incontinence
,C0015732,Fecal Incontinence
,C0042024,Urinary Incontinence
,C0042025,Urinary Stress Incontinence
,C0085099,Incontinence pads
,C0150042,Functional urinary incontinence
,C0150043,Reflex incontinence of urine
,C0150044,Total urinary incontinence
,C0150045,Urge Incontinence
,C0150633,Incontinence care
,C0178997,Nocturnal bladder warning system
,C0181297,Incontinence Bags
,C0181298,"Clamps, External Occlusion, Penis/Incontinence"
,C0181301,Incontinence Pants
,C0183594,"Stimulators, Electrical, Neuromuscular, Incontinence"
,C0232705,Idiopathic fecal incontinence
,C0312413,Overflow incontinence of urine
,C0401155,Double incontinence
,C0406421,Pigmentary incontinence
,C0426369,Frequency of incontinence
,C0426371,Unaware of passing urine
,C0463007,Incontinence appliance
,C0463034,Incontinence belt
,C0463060,Incontinence sheath
,C0555869,Incontinence control
hypoxemia,C0700292,Hypoxemia
,C0745187,HYPOXEMIA ASYMPTOMATIC
,C0745188,Chronic hypoxemia
,C0745189,hypoxemia intraoperative
,C1561822,Asphyxia and hypoxemia
,C2316692,Neonatal hypoxemia
,C3830149,Fetal Hypoxemia
,C0272144,Erythrocytosis due to tissue hypoxemia
,C1845984,Hypoxemia and cor pulmonale
,C3531793,Sleep related hypoxemia
,C3532949,Sleep related hypoventilation or hypoxemia
,C3806173,Decreased sensitivity to hypercapnia and hypoxemia
,C3806286,Decreased sensitivity to hypoxemia
,C4075684,Hypoxemia during surgery
,C4732851,Hypoxemia in cord blood
,C1561867,Sleep related hypoventilation/hypoxemia in conditions classifiable elsewhere
,C2013990,organic sleep-related hypoventilation or hypoxemia in other conditions
,C2875256,Sleep related hypoxemia in conditions classified elsewhere
,C0513792,"Monitor the patient for adverse effects of medication, including agitation, respiratory depression, hypotension, undue somnolence, hypoxemia, arrhythmias, apnea, or exacerbation of a preexisting condition"
,C4712437,"Monitor for signs of respiratory muscle fatigue (e.g., abrupt rise in PaCO2; rapid, shallow ventilation; paradoxical abdominal wall motion), hypoxemia, and tissue hypoxia when weaning is in process"
,C4709492,"Monitor for hyperventilation and treat causes (e.g., inappropriate high-minute mechanical ventilation, anxiety, hypoxemia, lung lesions, severe anemia, salicylate toxicity, CNS injury, hypermetabolic states, GI distention, pain, high altitude, septicemia, stress)"
,C4712386,"Monitor for contraindications to noninvasive ventilation support (e.g., hemodynamic instability, cardiovascular or respiratory arrest, unstable angina, acute myocardial infarction, refractory hypoxemia, severe respiratory acidosis, decreased level of consciousness, problems with securing/placing noninvasive equipment, facial trauma, inability to cooperate, morbidly obese, thick secretions, or bleeding)"
chest tightness,C0232292,Chest tightness
,C0232285,Dull chest pain
,C0742341,CHEST SYMPTOM TIGHTNESS CHRONIC
,C0849758,chest and heart tightness
,C0850701,respiratory chest tightness
,C0856135,Chest tightness aggravated
,C1707376,Chest Tightness or Pressure
,C2073391,chest tightness or heavy pressure
,C3173743,"In the last 12Mo, have you been awakened from sleep by shortness of breath or a feeling of tightness in your chest:Find:12Mo:^Patient:Ord:PhenX"
,C3475754,I feel tightness in my chest in the past 7D
,C3842948,"Tightness, pain, or discomfort in your chest or stomach"
,C4479804,chest tightness within 60 minutes after exercise
,C4724911,"How Much Bothered by Tightness, Pulling, or Stretching in Affected Breast or Chest Area"
,C4726409,FACT-L Version 4 - I Feel Tightness in My Chest
,C3482583,I feel tightness in my chest in the past 7D:Find:7D:^Patient:Ord:FACIT
,C4695246,"How many times have you had chest pain, chest tightness or angina on average over the past 4W:Find:4W:^Patient:Ord:SAQ"
,C4695247,"How many times have you had chest pain, chest tightness or angina on average over the past 4W"
,C4695248,"Lifting or moving heavy objects limited by chest pain, chest tightness or angina over the past 4W:Find:4W:^Patient:Ord:SAQ"
,C4695249,"Lifting or moving heavy objects limited by chest pain, chest tightness or angina over the past 4W"
,C4695250,"Gardening, vacuuming, or carrying groceries limited by chest pain, chest tightness or angina over the past 4W:Find:4W:^Patient:Ord:SAQ"
,C4695251,"Gardening, vacuuming, or carrying groceries limited by chest pain, chest tightness or angina over the past 4W"
,C4695566,"How much has your chest pain, chest tightness or angina limited your enjoyment of life over the past 4W"
,C4695575,"Walking indoors on level ground limited by chest pain, chest tightness or angina over the past 4W:Find:4W:^Patient:Ord:SAQ"
,C4695576,"Walking indoors on level ground limited by chest pain, chest tightness or angina over the past 4W"
,C0548017,"Monitor for dyspnea, hyperventilation, stridor, retractions, tachypnea, sneezing, hoarseness, chest pain or tightness, cyanosis."
trauma,C0043251,Wounds and Injuries
,C0548346,Trauma assessment and care
,C1510467,trauma qualifier
,C3263723,Traumatic injury
,C3714660,Trauma
,C4049136,"Trauma, nursing specialty"
,C0003794,Arm Injuries
,C0004760,Dysbarism
,C0005604,Birth Injuries
,C0006434,Burn injury
,C0009426,Combat Disorders
,C0015408,Eye Injuries
,C0018674,Craniocerebral Trauma
,C0018781,Noise-induced hearing loss
,C0018805,Heart Injuries
,C0022744,Knee Injuries
,C0026771,Multiple Trauma
,C0034530,Radiation injury
,C0037367,Smoke Inhalation Injury
,C0037929,Spinal Cord Injuries
,C0037937,Spinal Injuries
,C0039504,Tendon Injuries
,C0039980,Thoracic Injuries
,C0040786,Trauma Centers
,C0040788,Trauma Units
loss of consciousness,C0041657,Unconscious State
,C1998154,No loss of consciousness
,C0020617,Hypoglycemic coma
,C0039070,Syncope
,C0160121,Concussion with no loss of consciousness
,C0160122,Concussion with less than 1 hour loss of consciousness
,C0160123,Concussion with 1-24 hours loss of consciousness
,C0160126,Concussion with loss of consciousness
,C0234431,Brief loss of consciousness
,C0234432,Moderate loss of consciousness
,C0234433,Prolonged loss of consciousness
,C0272988,Cerebellar contusion without open intracranial wound AND with no loss of consciousness
,C0555699,O/E - loss of consciousness
,C0840361,Loss of consciousness of unspecified duration
,C0848041,history of loss of consciousness
,C1264285,Intracranial injury with loss of consciousness
,C2026450,cerebral contusion with no loss of consciousness
,C2026464,laceration of cerebrum with no loss of consciousness
,C2105408,fracture of skull with no loss of consciousness
,C2126116,urinary incontinence with loss of consciousness
,C2831932,Concussion without loss of consciousness
,C3507666,cerebellar hemorrhage with no loss of consciousness
,C3507667,cerebellar hemorrhage with loss of consciousness
,C3507681,brainstem hemorrhage with no loss of consciousness
,C3507682,brainstem hemorrhage with loss of consciousness
hyperglycemia,C0020456,Hyperglycemia
,C2919432,Glucose in blood specimen above reference range
,C4552833,"Hyperglycemia, CTCAE"
,C0150252,Hyperglycemia management
,C0239979,"HYPERGLYCEMIA, SEVERE"
,C0239980,"HYPERGLYCEMIA, SLIGHT"
,C0271716,Postpancreatectomy hyperglycemia
,C0342300,Chronic hyperglycemia
,C0342301,Acute hyperglycemia
,C0342303,Metabolic stress hyperglycemia
,C0342314,Dawn phenomenon
,C0475718,Neonatal hyperglycemia
,C0745092,HYPERGLYCEMIA DECOMPENSATED
,C0745095,hyperglycemia hyperosmolar
,C0850855,diabetic hyperglycaemia
,C1409092,pancreatectomy; hyperglycemia
,C1820901,Hyperglycemia prevention
,C1855520,"Hyperglycemia, Postprandial"
,C2609269,Fasting hyperglycaemia
,C2828133,Hyperglycemia Artifact
,C3650687,Managing Hyperglycaemia
,C3842022,Medical-hyperglycemia
,C4020778,maternal hyperglycemia
,C4552430,Post transplant hyperglycaemia
,C4714994,Hyperglycemia Severity
blindness,C0456909,Blindness
,C0018975,Hemeralopia
,C0028077,Nyctalopia
,C0242225,Color blindness
,C0271265,Snow blindness
,C1390015,"blindness; day blindness, sequelae"
,C1390023,word blindness; blindness
,C1533291,river blindness; blindness (manifestation)
,C0002018,Alexia
,C0002419,Tobacco amblyopia
,C0005754,Congenital blindness
,C0029001,Onchocerciasis
,C0029002,"Onchocerciasis, Ocular"
,C0149793,Amaurosis Fugax
,C0154910,Recurrent iridocyclitis
,C0155002,Sudden Visual Loss
,C0155003,"Blindness, Transient"
,C0155320,"Blindness, Cortical"
,C0221473,"Blindness, Hysterical"
,C0234495,Musical alexia
,C0234512,Prosopagnosia
,C0266526,Norrie disease
,C0271214,Central blindness
,C0271215,"Blindness, Legal"
,C0271217,Impairment level: total impairment of both eyes (disorder)
narcan,C0358449,1 ML Naloxone Hydrochloride 0.4 MG/ML Cartridge
post-ictal,C0234543,Post-ictal state
,C0340098,Neurogenic pulmonary edema
,C0394018,Post-ictal coma
,C0750919,"Aphasia, Post-Ictal"
,C0751053,"Confusion, Post-Ictal"
,C0751195,"Hemiplegia, Post-Ictal"
,C0751729,"Blindness, Cortical, Post-Ictal"
